sentiment,review_body,product_category
0,I am on the fence about this one. the length is great. it hits right above my knee at 5'1. overall it was larger than i was hoping. the waist is pretty loose  and i really had to tightly tie the back to get s good shoulder fit. the bottom is very voluminous making me look wide. i wish they had it in a petite size. for this price  i will probably return it. it's not worth the 300 price tag.,Lounge
0,I wish i could wax poetic about this gorgeous cardigan. i would have happily bought it in both colors except for the deal-breaking design flaw - the extremely tight sleeves. even if you have stick-thin arms  i don't know how you would ever be able to wear anything other than a tank top under it. sadly for me  this was a no go :(,Lounge
1,This is my favorite shirt to wear around the house. it's so soft and the waffle texture looks nice  i'd definitely wear it for a run to the store or an evening walk around the neighborhood. the fabric is thin but isn't too delicate and it's not sheer  which makes it a great summer lounge shirt. the cut is flattering and the back doesn't show my bra  which too many of this design do. it is a bit large  you may want to size down if you want it to be a bit more body conscious.,Lounge
1,"The colors on these leggings are very nice and the fit was fabulous. the waist is high enough to hold in a slight ""muffin"" top and the control in the fabric is just right. i received several compliments on them and hubby really liked them.",Lounge
1,I ordered the tangerine color of this tank. it's a great color  slightly heathered.    what i like most about this tank are the riders straps and the depth of the scoop neck. it allows for a normal bra and could be dressed up or down.    i wore the tank out and about  and it was comfy and pretty. later  though  my husband came home and asked if i knew it was see through. eek! sure enough  it is pretty sheer in certain lights. next time  i will wear a cami underneath. though i wish it were a bit,Lounge
1,These are very comfy and can be worn casual or dressed up. love the pom poms.,Lounge
1,First off  these are great because they are not so tight like all other work out crops that my anatomy is not a mystery to people around me. i have an athletic build and these pants are awesome in that they hug the body lightly. they are so soft and comfy also. perfect for running and the gym and apres whatever. i bought a back up pair.,Lounge
1,This dress has really great features--the style is adorable  and i love the color. the contrasting color straps are a nice feature. the only thing i don't like about it is that it's a rather thin material. not quite sure yet if i should wear it as a dress or simply as a swim cover-up.,Lounge
1,I was a bit confused with all the reviews here. some said this runs small and others said it runs big i decided to go to the store and try it. i'm 5'6 and 112 lbs. i'm usually size 2 or xs. when i tried the blue one  xs is very tight on the arm and i would have to size up if i ever want to wear a sweater underneath. however  when i tried the beige one  xs fits me well with some room for sweater. either one is beautiful. great quality as you would expect from this brand.,Lounge
1,"Really fun comfortable pants. i haven't worn them yet as its hot here but i can't wait. i tried them on with wedge sandals & a lacey bohemian top and they looked awesome. i also tried them on with white rocker booties and my vintage t that says ""italians do it better"" and a jean jacket...i'm loving the look & feel of them  bring on the cool autumn days.",Lounge
1,I love the design of these. the laser cut outs are solid and hold up in the wash. they are great for work-outs and cute enough to wear as leggings out. i wore them to my bar method class  came home and just changed my top and continued wearing them the rest of the day as a cute outfit. they have a great snug fit and the fabric is thick and durable.,Lounge
-1,"I totally agree with the last reviewer. i'm 5'2"" 115 pounds with somewhat wide shoulders. the x-small fit my torso but was so tight in my shoulders i couldn't move my arms. the small was better but was too big in the torso. the material itself was really nice. too bad the fit was so awkward and unflattering.",Outerwear
-1,Ordered a size medium as i usually take a medium in retailer coats- the wool is wonderful however the stripped bands are sewn into the fabric which add to the weight. the coat has an odd shape - not a line or straight. the medium was large on me. the bottom edges of the coat did not line up when buttoned and there was no inside hook or button to help even out the bottom edges. sadly this coat will be returned.,Outerwear
-1,Thought i would splurge on a tracy reese coat. i got a size small  (120  5'6) felt huge on me and i looked like a wooly mammoth. very unflattering. another reviewer also mentioned on how it flairs slightly at the bottom?.adding to the overall bad look. i had it on for about 20 seconds and put it back in the bag to return. din't have to ponder about it at all.,Outerwear
-1,I was excited to receive this coat for my annual travel to switzerland but hesitated to order it online without seeing it first due to the price. it arrived last night with the buttons falling off and a large hole in the front pocket. the lining inside is has a very cheap plasticky feel and i can also see small rips possibly forming in the lining. in addition  the collar on the coat is extremely bulky and the shoulders are padded underneath the fur which makes ones shoulders appear like a lineba,Outerwear
-1,This coat is awful  just awful. i bought it based on the reviews  my husband said it looks like i am wearing a mattress. it looked awful. i really really liked the softness and that it wasn't like another puffer coat  it was also stretchy and the buttons super easy to wear  but the look  style  and design make it very unflattering. it looked so bad that i took it off right away. so disappointing!,Outerwear
-1,"I agree with other reviewers. it is beautiful but too tight around the chest. i am usually an xsmall and the xsmall was tight in the chest. i bought the small and it was still uncomfortable. sadly i had to return it. i am 5'4""  134 lbs and a 34c  by no means i am considered big chested so this is highly unusual.",Outerwear
-1,Darling jacket/coat  similar styling as the beige with big flowers and lace-up back that i bought a few years ago and still love. i was considering this one  but the description says to hand wash. seriously? a coat? that's simply not practical. not sure if i will buy this one.,Outerwear
-1,I love the colors and style of this poncho  however  the fabric is a total miss.  it is so scratchy  i developed a serious rash within the first 1/2 hour of wering it. also  unfortunately  the fabric is not woven tightly  so the poncho does not keep you warm  the wind whips right through it. it is disappointing that while the styles of retailer have remained top  the quality of their clothing has steadly gone down the hill. i hope retailer will put more effort in bringing the quality back.,Outerwear
-1,Even in my usual petite small size  this looked bulky and made me look stumpy. disappointing because the style looks so good in the picture and the material looks to be good quality. i don't even know if going down a size would have helped. as others have mentioned it looks like a frumpy house robe.,Outerwear
0,"I'm all over this trend  but this vest is quite thick/poufy  and on me i feel like it triangles out and all you see is furball. i love it - but i think you need some height for this to look its best. on me  a sweater vest would perhaps be better. i am chesty. but i cant decide. its really cute! if you're taller than 5'4"" don't hesitate.",Outerwear
0,Too much of a good thing is...still too much. there's too much flounce on this jacket for me--the waist sits slightly high  and the incredible amount of fabric beneath it (when you twill around  it's basically a full circle) makes my hips look huge. if there were about 1/3rd (not 1/2  but 1/3) the amount of fabric to the skirt  i'd be totally in love.   as it is  i'll be returning it.,Outerwear
0,I just loved this when i saw it in store. beautiful fabric  lovely color. i ordered a small petite because petite xs was sold out. i imagine it might be a little better if it were a size smaller  but there is sooo much fabric in the pleated bottom  unless you are blessed with exceptionally long legs  it might end up looking like a witches coat. at least that is what i was told by my daughter.,Outerwear
0,This coat is absolutely beautiful - an instant stunner. the style is very classy and timeless. it is definitely more of a lightweight coat than true cold weather wear. yes  it does run large  but that is the cozy look of it. it is not meant to be form-fitting. my one gripe is that - especially at the price point - if it's not going to be especially warm  it should at least be otherwise functional. the coat i received has pockets cut on the outside  but they are sewn shut. a coat without pockets?,Outerwear
0,It is a beautiful coat  runs small. arms feel tight  i am typically xs  i can't even button it up. bottom is skirted  and falls beautifully. it is light weight coat  not really fit for cold weather.,Outerwear
0,What a let down. this is not what i would call a coat but a sweater. it is unlined and very lightweight. the fit was cute and would have been so great if it was actually a coat.,Outerwear
0,I love the pattern on this jacket and enjoy the bell shape. a fun jacket to through on and add quick style to a skinny pants.,Outerwear
0,It seems this coat could have been manufactured under a smaller spec size because the size large looses shape and where it hits on the waistline is unflattering. quality is high however,Outerwear
0,I thought this would be so clean looking  in a theory/vince. menswear way  but unfortunately the cut of the coat is super unflattering. i waiver between a 2 and a 4 at retailer and erred on the side of caution and went with the 4. the shoulders are way off the mark  sleeves are too long  and the button hits about 3 inches too low. it's just...baggy...in a way that the size itself is not the issue. alas  this is going back  and my search for the perfect coat continues!,Outerwear
1,I wasn't sure the shorter length in the back was working until i tried it on. this jacket totally worked for me. the brown color can be easily matched with other colors. i got the jacket in medium size. i usually in between size. the medium size allow more space on the chest area  however the sleeve becomes a bit too long for me.,Outerwear
1,This coat is simply beautiful. i love the slits on the sides  it makes it unique and sexy. i would suggest that you go up a size so the silhouette is not disturbed by any pulling or tugging. i'm so happy with my purchase!,Outerwear
1,"I have had my eye on this coat for a while and then my size (0) was sold out. when it popped back i ordered it. i am 5'4"" and i had wondered if i needed the petite (petite 0 was sold out) because of all the reviews i had read. however  the sleeve length is perfect. in a petite  the sleeves would be too short. i don't have long arms so i am surprised some reviewers have complained about the sleeves being too long. the button placement is not at the waist but that is the style! the lapels are long",Outerwear
1,"I usually wear a s petite so that's what i initially got in this. i'm 5'2""  32c-27-36. the shoulders were about an inch too wide on either side  the sides along the top had tons of extra fabric (almost like batwings or a dolman cut) and the waist was at least 6"" too big! i'm re-ordering in petite xs and hoping for the best  because this is a gorgeous coat.",Outerwear
1,"This coat won't take me through a cold boston winter  but i will be willing to sacrifice a little warmth in order to take this beauty out for a night on the town. it's chic  slim  elongating and bold. it looks fantastic paired with some bold tall boots and solid colors underneath. as for sizing  i tend to disagree with most ""runs small"" reviews  but this baby runs small. especially if you really do live in a cold climate and intend to wear something substantial underneath. my bust measurement is",Outerwear
1,It's a very light material  so you can wear it early spring or early fall when it's still fairly warm. such a cute jacket  has no zipper or buttons though  so definitely more for style/look than for a crazy rainy day use! love it!,Outerwear
1,It goes without saying that trenches are timeless. but this one broke the mold with its femininity in the flare and the (finally!) different color. i saw this and put it in my cart  debated  and went back a few days later (as i always end up doing  because i could not live without it) and it was no longer available! i was devastated and could have kicked myself. but i waited a bit longer  went back on the website and thank god - retailer had ordered more from the designer and had replenished stock,Outerwear
1,Ordered this jacket on line. it is picture perfect. does run a little big. thought i would take a small but i'm exchanging for xs.,Outerwear
1,"I love this coat! i purchased the size 6. i am a size 6 petite  but they were out. plus i wanted the coat to be a little longer. i wasn't a fan of how high it was on the model. it fit as i expected. i will have to take up the arm length  and it hit a little longer than it did on the model. i am 5' 120 pounds. 34c  the quality is what i expected. it's excellent with lining. color is as shown. this coat will go with everything! i plan to dress it up and down. i purchased the ""orange"" pants and the",Outerwear
-1,I wanted these culottes to work so much! the fabric is gorgeous  but the size i ordered didn't fit. i'm normally a size 28 in pants  and i ordered a size 8. it was way too tight and made me look like i had a pooch in the zipper area. not what i wanted it to be. had to return them unfortunately.,Pants
-1,"The other reviews seemed promising and so i ordered these in a 10 petite. i am 5'4"" and the length was still long and would either need to be worn with a heel or altered. the length was not what made me send them back though. the quality is very very nice and the fabric thick  stretchy and well made. however  the body hugging fit and flare make these look exactly like a yoga pant but made from nice material. if i were a bit more confident to wear these outside of the gym then they would be great",Pants
-1,I bought the yellow pair on vacation last week and loved them! i wore them home on the plane and had a pony tail holder in my pocket (basic goody binder)  and there is a circle stain where the binder was! so strange! i sprayed them with spray and wash and washed them. the stain is still there and now it is discolored in the area i treated them! they are ruined! i am so disappointed and i only got one wear out of them!,Pants
-1,"These have a very interesting cut. it seems like they were made for someone extremely tall. i'm about 5'5"" and the size 4 fit in the waist  but fell way below where they do on the model on the picture. it's hard to imagine who they would look good on  they're also very poofy right below the waist.",Pants
-1,"Ah! i wanted to love this but without anything under it (as pictured)  the petite sizing reveals way too much side boob. i am 5'3"" and a small b cup. i ordered an xs petite. it fits but there isn't enough material under the armpits. the fabric and design is great other than this flaw. sadly returning.",Pants
-1,I usually buy a pair of these kind of pants every year from this brand. they are lightweight  sturdy and very flattering to my curvier body. this brand can run big  so i usually buy a size 2 rather than my normal size 4. i was going to wait it out and let someone else try them first  but then i caved and ordered them in two sizes: 26 and 27 because they didn't label them 2  4  6 etc. anymore. these pants still look well made and have cute little details  but they are bigger than ever!! the 27's,Pants
-1,I loved these pants. they fit perfectly. and then i washed them. like the other reviewers the pants came out with spots all over them. the color seems to have faded in splotchy patterns. so sad.  wondering if retailer will provide store credit or something to make it right?,Pants
-1,I am sooooooo massively disappointed in this purchase. i thought i had found the perfect pant in this style. both more comfortable and more flattering than similar styles in the store. i wanted to wear them every day; received lots of compliments; felt that you could dress up or down; etc. this is where i have to admit that i wore them several times straight from the store before washing. on the second wear  i noticed threads coming out on the seams  but just on one side of one leg. this was irr,Pants
-1,I am floored by all of the positive comments about these culottes! i can see that they would work for someone who is rail thin and has no hips... but for those of us with curves (i'm a size 12  hourglass)  these are very unflattering. they made me look like i was carrying an extra 20-30 pounds  just around the hips! so bummed because they look so cute on the model.,Pants
0,Ordered these in two colors( moss and bronze)  same size (26). the moss fit perfectly and the bronze  i can't even button. so very frustrating  particularly when shipping fees are involved. i'm keeping the pair that fit but was hoping to have a couple pairs. perhaps i'll try on another pair in the store. its a nice lean slimming pant that will work from fall through spring. the material is a bit thick for summer. soft and a tad stretchy to allow ease of movement. looking forward to wearing with,Pants
0,I wanted to love these  but the zipper is extremely short and they were not flattering on my thicker thighs and large behind. the fabric is so soft  however and the color is great. would work on a less curvy woman!,Pants
0,I wanted to love these pants since i hate super-fitted skinny pants. but they are really oversized. i'm 125lbs and 5 foot 2. so i'm petite but not considered skinny and have well endowed thighs and legs.but the xs was way too big for me.,Pants
0,I love these pants but they run super big and still stretch after wearing. i am usually a 2/ 26 and had to get a 0. also the pocket flaps stick up on the corners and ironing doesnt help.  still comfortable but i would have never paid full price for these if i had known.,Pants
0,These culottes run very large--more than 2 inches of gaping waist band in my usual size. i would have kept them if they had fit  although sitting in them on a hot day might cause major wrinkling,Pants
0,This runs really large. i love it! sold out of xs p and xxs p... go figure :( size down if you are slim.,Pants
0,"I love jumpsuits and was excited about this one because i liked the print/colors and that it's long-sleeved. i ordered my usual medium size (i'm a solid medium). it was a tad tight in the rear/thigh area (not flattering when you have a thin material which shows every bump unlike jeans) but the length (i'm 5'5"") and top fit well. i returned it and ordered the large but the waist was huge (and that's coming from a person with a bit of a tummy bulge) and there isn't anything to cinch the waist in.",Pants
0,I love these pants but be care when you do laundry. the dye transferred to another pair of pilcro chinos that was a little lighter color. very frustrating. label mentioned it but i only noticed after it happened because the colors are both not that dark at all.,Pants
0,"I loved these pants.they are so comfortable. however  after just wearing them twice  the threads of the leaves are fraying  and leaving lint on whatever i sit on. the leaves at the seat of the pants are now slowly disappearing. this after wearing twice to work! i imagine after a few more wears that the leaves at the seat of the pants will be close to gone  or at least much less ""white"" with threads then the rest of the places. this is super unfortunate and will be returning. too bad  they were l",Pants
1,I spotted these on the sale rack and loved the design  the almost regal fabric toned down to casual by the cropped denim cuffs. they weren't my size  but  to my surprise they could be ordered in my size  still at the sale price.  the fit was perfect. they will surely make a statement wherever i choose to wear them.,Pants
1,I loved the jumpsuit but unfortunately had to return it due to running a little on the small size.,Pants
1,I liked these as soon as i saw them. the are very comfortable and the fit is great. well constructed and the material is soft but thicker.. easily worn into the cooler days. i am so happy i made this purchase!,Pants
1,Love love love this jumpsuit. i can't wait to wear it in the tx summer. it is super fun and elegant. you can dress it up or keep it casual. i am 5'9 155 and wear a 10. it laying quite nicely and doesn't require you to wear heels with it.,Pants
1,I love these pants! they really make you look and feel classy. i also bought the feather tank and absolutely love this outfit! it is flattering  beautiful and oh so comfy! true to size ,Pants
1,"I am 5'3"" 28/38 and i ordered the regular s. if i left it the way it came  it would have been low-waisted and too long  so i am having the waist taken in a couple of inches so it is now high waisted and the length is fine with heels. i did not opt to exchange for a smaller size as the derriere fit fine. it anyway does not define your shape much in the rear. agree that fabric is lighter than expected  but the color and drape are nice. it has stitched-in shorts that fall above the knee. i think wi",Pants
1,Found this jumpsuit in standard size small/red motif (pictures don't do it justice) in-store and to my surprise  it actually fit! of course  it was billowy since i'm short/ 113lbs.  and it came all the way down to the bottom of my ankles where they meet my feet  which i don't mind. i love that it almost looks like a maxi dress when on. the smocked bodice was snug for a size small so there is a little bit of skin bubbling out in the chest area/near my armpits..like normal women usually have. ladi,Pants
1,Love these! they are my new favorite weekend pant. they are comfortable  versatile  and cute. the fit and cut are great too. a must have for your wardrobe.,Pants
1,This is not something i would normal wear but the beauty of the fabric made just give it a try. i am so glad i did. the fit is beautiful slimming feminine fit with just enough flow. i love it and bought it right away. you better get it before it's gone. also it is true to size  i have along torso so sometimes i have issues with jumpers but not this one.,Pants
-1,I was hoping these would be like some of the lace shorts i bought from retailer last year that i loved so much. sadly  no. first of all they run small. i am between a s and xs in most brands  bought a s in these because i like my shorts on the looser side. these felt a little snug and short  but i decided to keep them. the first time i washed them  they were ruined. i followed the directions exactly and even put them in a lingerie bag in the washer  plus a delicate cycle  no dryer. the lace is man,Shorts
-1,I loved this romper so much! the material is thin  but perfect for summer. the style is just what i was looking for. it's so so cute and fit perfectly...at first. i wore it one time and then washed it exactly as described on the tag and it shrunk beyond recognition. it went from loose and flowy  like on the model  to little booty shorts and a body suit...not the look i was going for. i am so disappointed.,Shorts
-1,This pants the worst short that i ever had!!  i bought ;this short last week and i laundry it yesterday and it came out lost color!!  i was really shock definetly will return it to store.  fyi  i never use chrolox or bleach when i laundry.,Shorts
-1,Shorts don't fit me like they did the first time and i've only worn them twice! the material isn't what is use to be. it stretches out to fast. i don't think i will be buying these again. wish i could take them back.,Shorts
-1,Beware. white is not white. white is more cream  off-white  light beige. i was really looking forward to these shorts but was immediately disappointed when i saw the color. they are cute  but not white. i bought them to wear with the nautical look tops for this summer  but unfortunately  creamy colored shorts don't do much for navy/white tops.also  the button is very difficult to open/close.otherwise they are ok.,Shorts
-1,"I'm 140 at 5' 8"". pear shape. the pockets really opened up when i put them on and didn't lay flat. loose on leg opening - which i liked. but the pockets sticking out around the hip area made my pear shape even wider. i got a medium",Shorts
-1,It was so cute in the pictures and i was looking for something to wear to my trip to europe so i purchased it but it really didn't live up to my expectations. i'm 5'3  115 and got a s. it looked odd on me...a little too short on the bottom  a bit too big on top and overall i thought the material looked cheap for the price. i returned it.,Shorts
-1,Looked really cute on the hanger  so i took it with me into the dressing room. the fabric is super soft  and the top is very flattering however the bottom is way too short! you can't tell from the picture but the sides are rounded and go up higher on your leg. the model has the waist band pulled lower than i think you'd most likely be wearing it making the outfit appear longer. i wish i could pull this off...maybe i'm just too old for it.,Shorts
-1,These shorts just didn't work for me. i loved the embroidery and the color  but i just don't have the curves for them. try these if you have an hourglass or fuller figure.,Shorts
0,I'm pretty disappointed in these. just bought the yellow pair and wore today for the first time. super cute and very comfortable. i was in love with them. they got two small stains on them from the day's activities ( and not even crazy  untreatable stains). unfortunately  the stains did not budge yet the color of the shorts washed out. they are completely ruined after one washing (on cold). i'm hoping this was a fluke and plan to order a second pair before they sell out. these will be going back,Shorts
0,"I was really excited about this romper and when it arrived it looks just like the picture. the torso was abnormally long and i get this is supposed to be a relaxed fit but it sagged way too much for my liking. i'm 5'9""  32c and i wear 28 size pants  usually i struggle with too short of a torso in romper/jumpsuits but not this one. i ordered a medium and felt like it was way too big. i probably could have gone down a size but i wasn't loving it enough to try. the fabric is nice but the tiny clasp",Shorts
0,I love the look and feel of these shorts - typically my issue with any sort of cotton or linen shorts these days is that they're practically made of nothing  but these are comfortable and made of decent fabric. however  they run very large. being 100 lbs and about 5'  i typically buy size 0 or xs  but these looked a bit ridiculous on me  with how big they are. i tried shrinking them in the wash  since they're 100% cotton  and that helped some  along with getting rid of the creases from shipping,Shorts
0,Fabulous fabric  adorable details. fitting is very  very odd. it's non-adjustable in any way. the fabric has no stretch at all around the middle and the underwire of the bra is very stiff which i found painful. the straps were kind of loose  but there is no way to tighten them because of the frills. when i bent over  the shorts exposed the bottom of my butt. i'd get a larger size  but then i can't adjust the straps and they would definitely be too long and leave my breasts very exposed. overall ,Shorts
0,"This was so ridiculous on me. i'm 5'8"" 120 usually a 2/xs. so i ordered the xs. the inseam of the shorts are so short they barely cover my bum. and i mean barely. the romper itself was so wide that two of me could have fit in it.  love the colors  fabric  and the non-elasticized waist. if you are under 5'5"" this might work for you in non-petite sizing.",Shorts
0,These shorts are just beautiful. with that said  they were expensive  but made reasonable when i snagged them in the online sale! they do also run large  and they seem to be made for short-waisted bodies. i will be bringing them back to my local store to (hopefully) exchange for a smaller size. fingers crossed that they still have them in stock!,Shorts
0,I'm keeping these shorts because they are cute. i sized down as the previous reviews suggested and they fit great  but they are snug around the legs. i think i would have preferred a more baggy look  but then they would have been too big around the waist (had i ordered my typical size). they are soft and comfortable  the navy color is really pretty.,Shorts
0,I wanted to like this romper  it is very cute and colorful  but to top was overywhelming for my size and made me look even shorter.,Shorts
0,I was so excited for this romper  but was disappointed after trying it on. the material felt cheap for the price  and it runs quite small. will be returning. :(,Shorts
1,These shorts are wonderful! very stylish and easy to pair with my tops. they do run a bit large. i am normally a size 8 or 29. i ordered these in a medium and i definitely could have gone with small. they are machine washable though and i'm not sure if they will shrink at all so i'm keeping them. i would definitely recommend them.,Shorts
1,I love these shorts! i know reviews say to size down and yes you very well could. but i like my shorts a little bigger so they hang on the waist and can wear a belt. they are so comfortable and the length is perfect! i love that they are loose around the thigh so they don't ride up while walking. i think they might look silly rolled down because they are so wide. i wish they had black  army green  and a dark wine. i would be in heaven!! i got the dark grey and the navy and am very happy.,Shorts
1,Such cute  soft and comfortable shorts. can be worn as night wear or out and about.,Shorts
1,I really like this romper and i ordered it to fit my bottom. i'm a 6 on the bottom and 4 up top. i ordered a mp to cover the bottom and a petite for my height. it's a keeper but i will be belting or adding something to cinch it at the waist so that it has more of a shape.,Shorts
1,"I ordered both a small and a medium because i have lost weight and seem to be in between sizes currently. lately i am anywhere from a 6 to a 10 in most retailer sizes. almost 5'4"" and @140 lbs. i could have gotten away with the small. but my bust size is 36c/d. the small fit but didn't hang as well or feel as comfortable around the chest as the medium. i agree with a previous reviewer that this romper does have a tendency to hang awkwardly at the waist until and unless you pull the drawstring tigh",Shorts
1,"So cute! rompers are hard because they are so cute but rarely work for all body types. this one is so super cute. the material is so soft and comfy  feels silky. i got a small and fits perfect. i'm 5'4"" and 117lbs so it runs very true to size when most clothes from retailer run big. i love rompers but only have one other one. this is by far my favorite! i can't wait until it's much warmer and i can wear it all the time.",Shorts
1,"I find this romper looks much more crisp on the picure than in real life. i find it more slouchier and shapeless even though i went with my ""smaller size"". the material is very soft  but thin  that is maybe the reason. i am not sure if i am going to keep. i wanted a bit more stunning look for my money. not saying this might be a great romper for somebody else however",Shorts
1,I have vowed to only purchase high-waisted bottoms from here on out because they are just more in line with my style! these shorts did not disappoint. i love that they're versatile enough to wear with a cute top + wedges or with a t-shirt and flats. great find! (i got my normal sz. 25 which is usually a tight fit  these zipped up perfectly though!),Shorts
1,Retailer rarely disappoints and this jumpsuit is a perfect example! i ordered a small based on reviews that it runs large and i do not like tight shorts and it was the right decision. the fabric  design and overall style make this piece easy to dress up or down. i cant wait to wear it. if you are on the fence order it now because this will not last long.,Shorts
-1,This skirt looks/lays exactly like the photo. i bought a size small and i usually wear a size 4. it was maybe a smidge big  but nothing that affected the look of the skirt. the material reminded me of felt/wool mixed together  almost like sunday school felt cut outs (but stiffer) (not a fan).. i was underwhelmed - it looked plain and simple  and the color washed me out. definitely not worth the price (for me anyways). good luck!,Skirts
-1,This skirt looked absolutely beautiful in store and took my breath away. i immediately headed to the fitting room to try it on  but was disappointed by the awkward ruching. if this skirt has removed that upper portion and kept a normal waistband (thereby also shortening it to knee length)  it would have been lovely. it should be noted that this is midi-length  which is awkward on me. i was unable to find a cute way to wear this which is disappointing since it could have been lovely.,Skirts
-1,I really loved this skirt on the model  but it just wasn't flattering when i received my order. i ordered two sizes - 2 and 4. i am 5'4  athletic build and the front closure made my waist look much larger than it is. the back of the skirt also flared out more than i expected it to.     sadly  i had to return both. perhaps this would look better on someone with a much taller frame.,Skirts
-1,I agree with the previous reviewer that the length is not at all what is shown in the picture. much shorter than that. and while the overall detail of the skirt is very nice  the elastic waistband makes it look cheap considering the price...,Skirts
-1,"The skirt is comfortable and as pictured. it also ran tts. i'm 5'5"" tall and weigh 140 lbs. i had the medium and didn't need to size up to a large. when you put the skirt on a normal body  it looks like you are wearing an easter egg... and not in a good way.",Skirts
-1,"I absolutely loved the patterns and colors of this skirt  if only the cut wasn't so odd. the sides of the skirt ""wing out"" for a very distracting and unflattering look. the stiff  felt-like quality of the material only makes matters worse. in that respect  the model photos are not at all accurate. it also runs large. i had to go down one full size.",Skirts
-1,I ordered this skirt because it looked cute and versatile. when it arrived the pleat in front (shown in the center) was far to the right so the overall look was crooked. not sure if it was a quality control issue or if that's the true design but it will have to go back. too bad because i had high hopes!,Skirts
-1,This skirt looks great on  i didn't even think before buying it  planning to wear it all summer. so the aesthetic is great. quality and design  not so much. you get exactly one good wear out of it before the folding absolutely disintegrates  it is not sewn in or built to last.     then  it looks like a cheap sarong over a cheap miniskirt. i thought the dry cleaner might be able to fix it  but they said they would have to resew the whole garment  not exactly what you want to hear with almost bran,Skirts
-1,Not sure who this is for but its not for me. skirt was long  stiff and puffy on my hips. i could not get it to lie correctly. maybe you have to be 6' to pull this off...,Skirts
0,This skirt ran short  small  and boxy. if you can get the right fit  the skirt is great quality and super cute  but i recommend trying on in store for sizing.,Skirts
0,I ordered this skirt and i was so excited when i first saw it. the photo doesn't really do the colors justice. the contrast of the bright colors makes this skirt one of a kind. i returned this item however because when i tried it on  the pattern was just at the wrong place and emphasized the thighs for any of us pear-shaped ladies. the side profile of my thighs in this skirt was just horrible.,Skirts
0,I love the look and fabric of this skirt. it also falls at a very nice  flattering length around the knee. what did not work for me was the waist. the stretchy waist looked cheap  and i do not have a flat stomach  so it made me look like i have a muffin top! i bet it would look great if you have a flat stomach.,Skirts
0,I found this skirt on the sale rack and apparently miss marked and i did not try it on. when i got home i tried it on to find it has this open flap in the front with a very short slip. the color is a dark navy. i love the brand because they claim on the label to be made in the usa  which is something i prefer. i am still on the fence about this skirt thinking maybe i would bring it to the tailor to see if the panel can be stitched to the faux leather material half way down to eliminate this full,Skirts
0,I loved this but couldn't believe how small it was.,Skirts
0,Great colors and not too voluminous. lined whig will be great for fall but the downsides are the huge elastic waist bc it'll require a belt or something over it (looks v casual alone) and even with a perfect fit it gives a bit of muffin just bc it's a huge piece of elastic. i've literally tried this on on two occasions trying to convince myself it it. lol but it's not worth it at the current price.,Skirts
0,I loved the fit  color and style  but the fabric seemed very thin and cheap. i was worried that it would tear easily. this is getting returned.,Skirts
0,I saw this skirt online and went to the store immediately to try on. i was a bit disappointed. the size is tts but the prints were prettier online. the material is ok. the regular is long so probably won't look good on a shorter person  if it is still available when the price comes down  i might buy it.,Skirts
0,Super cute skirt. i decided to return it because i felt like i did't have enough tops to go with it.,Skirts
1,This is a beautiful skirt. i wanted to make sure that i received a size that fit so i ordered two different sizes (pxs and ps). i typically wear a pxs but since the description mentions a side zip and it looked as if the skirt was to fit higher on the waist i thought i should also try a size up. as i mentioned it is lovely. light airy. i just wanted something easy to throw on and look put together with flat sandals and a tank for the hot weather that is coming and for an upcoming vacation to the,Skirts
1,This skirt is really beautiful but i agree with the other reviewers; it runs very small. i'm typically an 8 or 10. if i get a 10  there is usually a bit of room in the item. i decided to get a 10 in this skirt  just in case. i got it zipped but would have trouble breathing as the evening wore on. the pockets are wonderful and the fabric is weighty and really lovely.,Skirts
1,I think i wanted a skirt like this in the 1980s. with its aged denim and retro style  it looks like i've had it all that time. i couldn't zip my usual 4 but the 6 is comfortable if a bit snug  sitting right at my natural waist. it's flattering and shows off my waist with tops tucked in  something i never do with my other skirts  which all sit lower. i like how it flares a little oddly due to the horizontal seam. it's interesting and different. i will wear it in summer with sandals and it will lo,Skirts
1,I tried on this skirt in stores and loved it. the only thing is  i'm usually a 2 or a 26 and had to buy a 6. for reference  i'm 5' 7 and about 120 pounds. if you want to tuck a light sweater or really anything in  i'd recommend you go up a size as well!,Skirts
1,"I am 5'6"" and run between a size 9-10 pant. i ordered the size 10 skirt and the waist fit perfectly and so did the back of the skirt  which i was afraid might be loose (i don't really have a butt but it fits nicely). looks like the picture so the skirt goes straight down  it does not taper to smaller width like some regular pencil skirts might so the bottom part will not be fitted  for your reference. the denim actually has quite a lot of stretch so it's very comfortable as well as the waistband",Skirts
1,Based on the two reviews on this skirt and  for the sale price i purchased the small--i 'm usually a large/extra large. i carry my weight in the middle  and this skirt stills works. very sofisticated striping  slimming! i haven't experienced any slipping  but i haven't worn it for any great length of time yet. there are numerous ways to create chic looks.,Skirts
1,Beautiful color   great quality  and great fit if you size up! i learned my lesson with previous purchases and sized up when i read it runs small. i usually wear a 0/2 and i took a risk and went for the 4. it fits perfectly. i have a 25 in waist.,Skirts
1,This skirt is a nice medium weight and is lined. my normal size 4 fit perfect. i only wish it was available in petites. if you are petite  the skirt is ankle length. but this is a good skirt to wear to work.,Skirts
1,This skirt is a great length and nice piece for fall/winter. i love the color. it fits like a high waisted skirt would which is why i purchased the next size up.,Skirts
